Temperature,Temperature2,Luminosity,Infrared,Distance,PIR,Humidity,CreatedAt,Source
24.77,24.97,13.96,0,400,1,13,03/08/2020 15:07:25,DayLight
25.09,25.29,12.89,0,400,1,13,03/08/2020 15:07:26,DayLight
56.03,56.23,100,95.31,22,1,13,03/08/2020 15:07:27,DayLight
112,112.2,100,95.21,21,1,13,03/08/2020 15:07:28,Lighter
131,131.2,100,95.21,21,1,13,03/08/2020 15:07:29,Lighter
144,144.2,100,95.31,22,1,13,03/08/2020 15:07:30,Lighter
121,121.2,100,95.31,21,1,13,03/08/2020 15:07:31,Lighter
111,111.2,100,93.46,16,0,13,03/08/2020 15:07:32,Lighter
101,101.2,100,92.97,19,0,13,03/08/2020 15:07:33,Lighter
47.97,48.17,100,93.26,19,0,13,03/08/2020 15:07:34,Lighter
50.87,51.07,100,95.12,22,0,13,03/08/2020 15:07:35,Lighter
33.79,33.99,100,93.55,22,0,13,03/08/2020 15:07:36,Lighter
34.43,34.63,100,94.43,22,0,11,03/08/2020 15:07:37,Lighter
32.82,33.02,100,95.02,22,0,11,03/08/2020 15:07:38,Lighter
112,112.2,100,94.92,15,0,11,03/08/2020 15:07:39,Lighter
131,131.2,100,94.43,22,0,11,03/08/2020 15:07:40,Lighter
144,144.2,100,91.5,21,0,11,03/08/2020 15:07:41,Lighter
121,121.2,100,93.16,21,0,11,03/08/2020 15:07:42,Lighter
111,111.2,100,93.65,22,0,11,03/08/2020 15:07:43,Lighter
101,101.2,100,95.31,16,0,11,03/08/2020 15:07:44,Lighter
76.65,76.85,100,93.36,18,1,11,03/08/2020 15:07:45,Lighter
69.56,69.76,100,94.63,16,1,11,03/08/2020 15:07:46,Lighter
58.6,58.8,100,95.21,19,1,12,03/08/2020 15:07:47,Lighter
74.07,74.27,100,94.34,15,0,12,03/08/2020 15:07:48,Lighter
42.81,43.01,100,93.26,22,1,12,03/08/2020 15:07:49,Lighter
100.82,101.02,100,95.61,8,1,12,03/08/2020 15:07:50,Lighter
56.03,56.23,100,92.29,12,0,12,03/08/2020 15:07:51,Lighter
32.18,32.38,100,95.31,33,0,12,03/08/2020 15:07:52,Lighter
47.97,48.17,100,94.43,23,0,12,03/08/2020 15:07:53,Lighter
81.48,81.68,100,93.46,15,0,12,03/08/2020 15:07:54,Lighter
55.7,55.9,100,94.82,22,0,12,03/08/2020 15:07:55,Lighter
111,111.2,100,95.21,7.1,0,12,03/08/2020 15:07:56,Lighter
88,88.2,100,94.53,23,0,12,03/08/2020 15:07:57,Lighter
131,131.2,100,95.02,23,0,12,03/08/2020 15:07:58,Lighter
88,88.2,100,93.55,32,0,12,03/08/2020 15:07:59,Lighter
121,121.2,100,94.53,7.96,0,12,03/08/2020 15:08:00,Lighter
111,121.2,100,91.89,23,1,13,03/08/2020 15:08:01,Lighter
33,32.2,100,91.7,41.84,1,13,03/08/2020 15:08:02,Lighter
36.37,36.57,100,94.92,46.4,1,13,03/08/2020 15:08:03,Lighter
38.95,39.15,100,95.12,21,1,13,03/08/2020 15:08:04,Lighter
99,99.2,100,92.58,8.4,1,13,03/08/2020 15:08:05,Lighter
35.08,35.28,100,94.04,19,1,13,03/08/2020 15:08:06,Lighter
88,88.2,100,92.38,7.16,1,13,03/08/2020 15:08:07,Lighter
50.55,50.75,100,91.21,21,1,13,03/08/2020 15:08:08,Lighter
108.55,108.75,100,93.16,7,0,13,03/08/2020 15:08:09,Lighter
90.83,91.03,100,92.48,12,0,13,03/08/2020 15:08:10,Lighter
66.98,67.18,100,93.07,32,0,13,03/08/2020 15:08:11,Lighter
65.37,65.57,100,93.16,43,0,13,03/08/2020 15:08:12,Lighter
85.67,85.87,100,92.38,40.68,0,13,03/08/2020 15:08:13,Lighter
36.37,36.57,100,94.92,42.18,0,13,03/08/2020 15:08:14,Lighter
97.28,97.48,100,93.26,19,0,13,03/08/2020 15:08:15,Lighter
74.72,74.92,100,95.02,400,0,13,03/08/2020 15:08:16,Lighter
68.59,68.79,100,94.92,33,0,13,03/08/2020 15:08:17,Lighter
95.34,95.54,100,94.73,7.9,0,13,03/08/2020 15:08:18,Lighter
89.54,89.74,100,95.31,12,0,11,03/08/2020 15:08:19,Lighter
48.94,49.14,100,93.26,7.56,0,11,03/08/2020 15:08:20,Lighter
90.19,90.39,100,95.41,17,1,11,03/08/2020 15:08:21,Lighter
82.77,82.97,100,94.14,6.25,1,11,03/08/2020 15:08:22,Lighter
73.43,73.63,100,95.31,22,1,11,03/08/2020 15:08:23,Lighter
47.32,47.52,100,94.34,28,1,11,03/08/2020 15:08:24,DayLight
32.5,32.7,4.59,0,400,0,11,03/08/2020 15:08:25,DayLight
32.5,32.7,4.49,0,400,1,11,03/08/2020 15:08:26,DayLight
32.18,32.38,25.1,0,400,0,11,03/08/2020 15:08:27,DayLight
32.5,32.7,19.43,0,400,0,11,03/08/2020 15:08:28,DayLight
32.18,32.38,54.3,0,400,0,12,03/08/2020 15:08:29,DayLight
32.18,32.38,54.39,0,54,1,12,03/08/2020 15:08:30,DayLight
32.18,32.38,55.37,0,43,0,12,09/09/2020 08:18:31,FlashLight
32.5,32.7,53.52,0,43,1,12,09/09/2020 08:18:32,FlashLight
32.5,32.7,52.44,0,50.44,1,12,09/09/2020 08:18:33,FlashLight
32.5,32.7,54.88,0,32,1,12,09/09/2020 08:18:34,FlashLight
32.18,32.38,52.05,0,50.82,0,12,09/09/2020 08:18:35,FlashLight
32.18,32.38,33.11,0,34,1,12,09/09/2020 08:18:36,FlashLight
32.5,32.7,59.57,0,21.35,1,12,09/09/2020 08:18:37,FlashLight
22,22.2,100,0,51.01,0,12,09/09/2020 08:18:38,FlashLight
32.18,32.38,42.97,0,54,0,12,09/09/2020 08:18:39,FlashLight
32.5,32.7,42.29,0,47.8,0,12,09/09/2020 08:18:40,FlashLight
32.18,32.38,46.19,0,50.02,0,12,09/09/2020 08:18:41,FlashLight
32.18,32.38,37.11,0,49.91,0,12,09/09/2020 08:18:42,FlashLight
32.5,32.7,57.03,0,65,0,13,09/09/2020 08:18:43,FlashLight
32.5,32.7,94.14,0,49.1,0,13,09/09/2020 08:18:44,FlashLight
34.11,34.31,82.81,0,53.59,0,13,09/09/2020 08:18:45,FlashLight
32.5,32.7,100,0,32,0,13,09/09/2020 08:18:46,FlashLight
32.5,32.7,36.82,0,23.36,0,13,09/09/2020 08:18:47,FlashLight
34.11,34.31,100,0,32,1,13,09/09/2020 08:18:48,FlashLight
32.18,32.38,33.59,0,22.17,1,13,09/09/2020 08:18:49,FlashLight
34.11,34.31,100,0,44,1,13,09/09/2020 08:18:50,FlashLight
32.18,32.38,42.29,0,25.41,1,13,09/09/2020 08:18:51,FlashLight
32.5,32.7,100,0,54,1,13,09/09/2020 08:18:52,FlashLight
32.5,32.7,34.67,0,49.57,1,13,09/09/2020 08:18:53,FlashLight
32.5,32.7,88.38,0,111,1,13,09/09/2020 08:18:54,FlashLight
32.18,32.38,48.24,0,22.17,1,13,09/09/2020 08:18:55,FlashLight
32.18,32.38,61.13,0,112,0,13,09/09/2020 08:18:56,FlashLight
32.18,32.38,68.46,0,28.33,0,13,09/09/2020 08:18:57,FlashLight
32.18,33.38,57.81,0,61.76,0,13,09/09/2020 08:18:58,FlashLight
32.5,32.7,95.31,0,113,0,13,09/09/2020 08:18:59,FlashLight
32.18,32.38,97.56,0,19.49,0,13,09/09/2020 08:19:00,FlashLight
32.5,32.7,74.41,0,57.95,0,11,09/09/2020 08:19:01,FlashLight
32.18,32.38,80.57,0,211,0,11,09/09/2020 08:19:02,FlashLight
32.5,32.7,88.28,0,60.42,0,11,09/09/2020 08:19:03,FlashLight
32.5,32.7,75.78,0,11,0,11,09/09/2020 08:19:04,FlashLight
32.18,32.38,58.2,0,20.8,0,11,09/09/2020 08:19:05,FlashLight
32.5,32.7,64.84,0,23,0,11,09/09/2020 08:19:06,FlashLight
32.5,32.7,85.84,0,62.4,0,11,09/09/2020 08:19:07,FlashLight
32.5,32.7,73.14,0,64.25,1,11,09/09/2020 08:19:08,FlashLight
32.5,32.7,91.31,0,64.26,1,11,09/09/2020 08:19:09,FlashLight
32.5,32.7,90.04,0,64.47,1,11,09/09/2020 08:19:10,FlashLight
32.5,32.7,79.79,0,64.22,1,12,09/09/2020 08:19:11,FlashLight
32.5,32.7,98.14,0,65.32,1,12,09/09/2020 08:19:12,FlashLight
32.5,32.7,72.07,0,64.47,1,12,09/09/2020 08:19:13,FlashLight
32.5,32.7,60.55,0,63.72,1,12,09/09/2020 08:19:14,FlashLight
32.5,32.7,63.96,0,64.98,0,12,09/09/2020 08:19:15,FlashLight
32.5,32.7,70.7,0,34,0,12,09/09/2020 08:19:16,FlashLight
32.5,32.7,64.94,0,17.1,1,12,09/09/2020 08:19:17,FlashLight
32.5,32.7,85.84,0,66.43,1,12,09/09/2020 08:19:18,FlashLight
32.5,32.7,85.16,0,66.31,1,12,09/09/2020 08:19:19,FlashLight
32.5,32.7,73.93,0,66.92,1,12,09/09/2020 08:19:20,FlashLight
32.5,32.7,76.76,0,400,1,12,09/09/2020 08:19:21,FlashLight
32.5,32.7,72.27,0,66.87,1,12,09/09/2020 08:19:22,FlashLight
32.5,32.7,69.24,0,65.89,1,12,09/09/2020 08:19:23,FlashLight
32.5,32.7,86.33,0,77,1,12,09/09/2020 08:19:24,FlashLight
32.18,32.38,78.81,0,19.25,1,13,09/09/2020 08:19:25,FlashLight
32.5,32.7,85.84,0,66,1,13,09/09/2020 08:19:26,FlashLight
32.18,32.38,100,0,16.5,1,13,09/09/2020 08:19:27,FlashLight
32.5,32.7,100,0,65.28,1,13,09/09/2020 08:19:28,FlashLight
32.5,32.7,72.07,0,66.73,0,13,09/09/2020 08:19:29,FlashLight
32.5,32.7,100,0,66.92,1,13,09/09/2020 08:19:30,FlashLight
32.5,32.7,79.69,0,65.26,1,13,09/09/2020 08:19:31,FlashLight
32.5,32.7,60.64,0,66.07,0,13,09/09/2020 08:19:32,FlashLight
32.5,32.7,91.41,0,66.28,0,13,09/09/2020 08:19:33,FlashLight
32.18,32.38,65.72,0,55,0,13,09/09/2020 08:19:34,FlashLight
32.5,32.7,61.33,0,22.83,0,13,09/09/2020 08:19:35,FlashLight
32.5,32.7,56.93,0,33,0,13,09/09/2020 08:19:36,FlashLight
32.5,32.7,43.65,0,4,0,13,09/09/2020 08:19:37,FlashLight
32.18,32.38,95.02,0,44,0,13,09/09/2020 08:19:38,FlashLight
32.18,32.38,71.48,0,13.73,0,13,09/09/2020 08:19:39,FlashLight
32.18,32.38,73.54,0,70.2,0,13,09/09/2020 08:19:40,FlashLight
32.18,32.38,72.66,0,55,0,13,09/09/2020 08:19:41,FlashLight
31.86,32.06,60.06,0,61.42,1,13,09/09/2020 08:19:42,FlashLight
31.86,32.06,56.35,0,61.91,1,11,09/09/2020 08:19:43,FlashLight
34.43,34.63,100,0,55,1,11,09/09/2020 08:19:44,FlashLight
34.43,34.63,100,0,61.46,1,11,09/09/2020 08:19:45,FlashLight
32,32.2,100,0,57.4,1,11,09/09/2020 08:19:46,FlashLight
32,32.2,100,0,59.4,1,11,09/09/2020 08:19:47,FlashLight
23,23.2,100,0,33,1,11,09/09/2020 08:19:48,FlashLight
23,23.2,100,0,49.92,1,11,09/09/2020 08:19:49,FlashLight
22,22.2,100,0,56.12,0,11,09/09/2020 08:19:50,FlashLight
23,23.2,100,0,22,0,11,09/09/2020 08:19:51,FlashLight
33.14,33.34,100,0,55.43,0,11,09/09/2020 08:19:52,FlashLight
32.5,32.7,100,0,32,0,12,09/09/2020 08:19:53,FlashLight
32.5,32.7,82.81,0,55.49,0,12,09/09/2020 08:19:54,FlashLight
32.5,32.7,83.69,0,58.3,0,12,09/09/2020 08:19:55,FlashLight
32.18,32.38,100,0,400,0,12,09/09/2020 08:19:56,FlashLight
32.5,32.7,100,0,56.06,0,12,09/09/2020 08:19:57,FlashLight
32.5,32.7,50.78,0,400,0,12,09/09/2020 08:19:58,FlashLight
32.5,32.7,72.75,0,348.63,0,12,09/09/2020 08:19:59,FlashLight
32.18,32.38,39.55,0,56.85,0,12,09/09/2020 08:20:00,FlashLight
31.86,32.06,42.68,0,61.78,0,12,09/09/2020 08:20:01,FlashLight
32.82,33.02,64.55,0,54.29,1,12,09/09/2020 08:20:02,FlashLight
32.82,33.02,89.06,0,54.26,1,12,09/09/2020 08:20:03,FlashLight
32.5,32.7,54.39,0,59.16,0,12,09/09/2020 08:20:04,FlashLight
32.5,32.7,54.79,0,59.11,1,12,09/09/2020 08:20:05,FlashLight
32.18,32.38,12.5,18.75,59.74,1,12,09/09/2020 08:20:06,DayLight
33,33.2,22.85,93.65,22,0,13,09/09/2020 08:20:07,DayLight
32.18,32.38,27.05,93.55,60.14,0,13,09/09/2020 08:20:08,Infrared
37,36.2,18.46,93.55,29,0,13,09/09/2020 08:20:09,Infrared
32.5,32.7,34.47,92.38,56.79,0,13,09/09/2020 08:20:10,Infrared
32,32.2,31.54,81.64,34,0,13,09/09/2020 08:20:11,Infrared
32.18,32.38,35.94,86.04,57.69,0,13,09/09/2020 08:20:12,Infrared
32,32.2,27.25,94.04,32,0,13,09/09/2020 08:20:13,Infrared
30.24,30.44,23.83,27.44,59.15,0,13,09/09/2020 08:20:14,Infrared
32.18,32.38,17.19,28.71,60.36,0,13,09/09/2020 08:20:15,Infrared
32.18,32.38,12.89,41.31,59.06,0,13,09/09/2020 08:20:16,Infrared
30.24,30.44,64.16,85.45,60.02,1,13,09/09/2020 08:20:17,Infrared
32.18,32.38,15.04,68.55,59.97,1,13,09/09/2020 08:20:18,Infrared
32.18,32.38,8.59,2.44,60.75,1,13,09/09/2020 08:20:19,Infrared
30.24,30.44,21.97,91.8,60.46,1,13,09/09/2020 08:20:20,Infrared
32.18,32.38,11.72,15.43,60.87,1,13,09/09/2020 08:20:21,Infrared
32,32.2,29.1,39.06,12,1,13,09/09/2020 08:20:22,Infrared
30.24,30.44,10.25,49.12,57.06,1,13,09/09/2020 08:20:23,Infrared
32.18,32.38,24.61,28.81,61.26,1,13,09/09/2020 08:20:24,Infrared
30.24,30.44,11.13,49.02,61.88,0,11,09/09/2020 08:20:25,Infrared
32,32.2,20.51,31.84,23,0,11,09/09/2020 08:20:26,Infrared
30.24,30.44,24.32,30.57,59.85,0,11,09/09/2020 08:20:27,Infrared
32,32.2,31.74,43.75,34,0,11,09/09/2020 08:20:28,Infrared
32,32.2,11.72,19.43,19.16,0,11,09/09/2020 08:20:29,Infrared
30.24,30.44,11.72,15.53,400,0,11,09/09/2020 08:20:30,Infrared
30.57,30.77,25.78,29.3,57.5,0,11,09/09/2020 08:20:31,Infrared
30.24,30.44,33.89,23.24,61.67,0,11,09/09/2020 08:20:32,Infrared
29.92,30.12,25.39,31.64,60.43,0,11,09/09/2020 08:20:33,Infrared
30.24,30.44,31.35,32.32,60.4,0,11,09/09/2020 08:20:34,Infrared
29.92,30.12,30.08,31.93,60.96,0,12,09/09/2020 08:20:35,Infrared
29.92,30.12,20.61,32.32,59.7,0,12,09/09/2020 08:20:36,Infrared
32.5,32.7,16.11,30.86,61.79,1,12,09/09/2020 08:20:37,Infrared
32,32.2,32.81,22.56,43,1,12,09/09/2020 08:20:38,Infrared
30.24,30.44,28.52,25.68,57.68,1,12,09/09/2020 08:20:39,Infrared
32,32.2,31.64,0.1,45,1,12,09/09/2020 08:20:40,Infrared
31.21,31.41,36.33,14.94,58.61,1,12,09/09/2020 08:20:41,Infrared
32,32.2,30.18,26.07,43,1,12,09/09/2020 08:20:42,Infrared
29.6,29.8,10.06,26.17,57.48,1,12,09/09/2020 08:20:43,Infrared
32,32.2,14.36,43.16,60.86,0,12,09/09/2020 08:20:44,Infrared
32,32.2,46.29,25.68,43,1,12,09/09/2020 08:20:45,Infrared
29.92,30.12,33.01,34.28,17.91,1,12,09/09/2020 08:20:46,Infrared
32,32.2,35.35,30.86,22,0,12,09/09/2020 08:20:47,Infrared
29.92,30.12,23.63,29.69,61.05,0,12,09/09/2020 08:20:48,Infrared
32,32.2,25.49,31.15,34,0,13,09/09/2020 08:20:49,Infrared
30.24,30.44,29.2,21.88,57.16,0,13,09/09/2020 08:20:50,Infrared
32,32.2,30.08,26.95,32,0,13,09/09/2020 08:20:51,Infrared
30.24,30.44,44.53,27.73,58.95,0,13,09/09/2020 08:20:52,Infrared
30.24,30.44,35.94,11.72,62.67,0,13,09/09/2020 08:20:53,Infrared
32,32.2,35.64,26.95,32,0,13,09/09/2020 08:20:54,Infrared
32,32.2,35.06,2.93,19.5,0,13,09/09/2020 08:20:55,Infrared
29.92,30.12,27.44,24.22,121,0,13,09/09/2020 08:20:56,Infrared
30.24,30.44,26.56,23.24,60.46,1,13,09/09/2020 08:20:57,DayLight
32.18,32.38,7.13,0,222,1,13,09/09/2020 08:20:58,DayLight
32.18,32.38,6.35,0,400,1,13,09/09/2020 08:20:59,DayLight
31.86,32.06,4.69,0,400,1,13,09/09/2020 08:21:00,DayLight
32.5,32.7,4.59,0,400,1,13,09/09/2020 08:21:01,DayLight
32.18,32.38,6.15,0,400,1,13,09/09/2020 08:21:02,DayLight
32.18,32.38,5.27,0,400,1,13,09/09/2020 08:21:03,DayLight
31.86,32.06,4.98,0,400,1,13,09/09/2020 08:21:04,DayLight
32.18,32.38,7.03,0,400,0,13,09/09/2020 08:21:05,DayLight
32.18,32.38,6.64,0,400,0,13,09/09/2020 08:21:06,DayLight
32.18,32.38,4.69,0,55,0,11,09/09/2020 08:21:07,DayLight
32.18,32.38,4.79,0,400,0,11,09/09/2020 08:21:08,DayLight
32.18,32.38,5.86,0,400,0,11,09/09/2020 08:21:09,DayLight
32.18,32.38,6.64,0,400,0,11,09/09/2020 08:21:10,DayLight
32.18,32.38,6.74,0,400,0,11,09/09/2020 08:21:11,DayLight
32.18,32.38,5.08,0,400,0,11,09/09/2020 08:21:12,DayLight
32.18,32.38,4.98,0,400,0,11,09/09/2020 08:21:13,DayLight
32.18,32.38,4.59,0,400,0,11,09/09/2020 08:21:14,DayLight
32.18,32.38,4.98,0,400,0,11,09/09/2020 08:21:15,DayLight
32.18,32.38,4.2,0,400,0,11,09/09/2020 08:21:16,DayLight
32.18,32.38,5.37,0,400,0,12,09/09/2020 08:21:17,DayLight
33.18,32.38,4.79,0,400,0,12,09/09/2020 08:21:18,DayLight
32.18,34.38,5.37,0,400,0,12,09/09/2020 08:21:19,DayLight
33.18,32.38,7.32,0,400,0,12,09/09/2020 08:21:20,DayLight
32.18,32.38,6.25,0,400,0,12,09/09/2020 08:21:21,DayLight
32.18,32.38,5.18,0,400,0,12,09/09/2020 08:21:22,DayLight
32.18,32.38,6.15,0,400,0,12,09/09/2020 08:21:23,DayLight
32.38,32.38,6.93,0,400,0,12,09/09/2020 08:21:24,DayLight
32.18,32.38,4.88,0,400,1,12,09/09/2020 08:21:25,DayLight
32.18,32.38,4.88,0,400,1,12,09/09/2020 08:21:26,DayLight
32.18,34.38,6.84,0,400,0,12,09/09/2020 08:21:27,DayLight
32.18,32.38,4.98,0,400,1,12,09/09/2020 08:21:28,DayLight
32.18,32.38,5.37,0,400,1,12,09/09/2020 08:21:29,DayLight
32.13,34.38,4.49,0,74.86,0,12,09/09/2020 08:21:30,DayLight
32.18,32.38,6.84,0,400,0,13,09/09/2020 08:21:31,DayLight
32.18,32.38,5.18,0,400,0,13,09/09/2020 08:21:32,DayLight
24.82,25.02,6.54,0,400,0,13,09/09/2020 08:21:33,DayLight
24.5,24.7,8.11,0,400,0,13,09/09/2020 08:21:34,DayLight
24.86,24.76,7.03,0,400,0,13,09/09/2020 08:21:35,DayLight
107.59,107.49,100,56,4.28,0,13,09/09/2020 08:21:36,Lighter
109.2,109.1,100,65,4.28,0,13,09/09/2020 08:21:37,Lighter
110.49,110.39,100,78,5.73,0,13,09/09/2020 08:21:38,Lighter
25,24.9,33.69,94.63,19.56,0,13,09/09/2020 08:21:39,Infrared
25,24.9,24.51,93.75,18.08,1,13,09/09/2020 08:21:40,Infrared
25,24.9,27.83,93.07,19.04,1,13,09/09/2020 08:21:41,Infrared
25.14,25.04,48.05,0,9.89,1,13,09/09/2020 08:21:42,FlashLight
25.82,25.72,48.05,0,9.85,1,13,09/09/2020 08:21:43,FlashLight
25.14,25.04,49.32,0,9.84,1,13,09/09/2020 08:21:44,FlashLight
25.63,25.53,4.2,0,154.49,1,13,09/09/2020 08:21:45,DayLight
25.63,25.53,4.1,0,400,1,13,09/09/2020 08:21:46,DayLight
88,87.9,100,96.48,12,1,13,09/09/2020 08:21:47,Lighter
78,77.9,100,95.9,15,0,13,09/09/2020 08:21:48,Lighter
24.38,24.28,18.26,33,154.89,0,11,09/09/2020 08:21:49,Infrared
23,22.9,19.73,95.21,21.85,0,11,09/09/2020 08:21:50,Infrared
24.28,24.18,44,0,153.22,0,11,10/10/2020 16:03:51,FlashLight
24.28,24.18,45,0,154.08,0,11,10/10/2020 16:03:52,FlashLight
23.63,23.53,4.1,0,400,0,11,10/10/2020 16:03:53,DayLight
23.63,23.53,4.2,0,400,0,11,10/10/2020 16:03:54,DayLight
23.96,23.86,4.1,0,400,0,11,10/10/2020 16:03:55,DayLight
52.16,54.06,100,94.53,22,0,11,10/10/2020 16:03:56,DayLight
36.37,36.27,100,93.55,7.52,0,11,10/10/2020 16:03:57,Lighter
32.18,32.08,55.08,94.34,22,0,11,10/10/2020 16:03:58,Lighter
75.68,75.58,100,94.63,22,0,12,10/10/2020 16:03:59,Lighter
44.75,44.65,88.77,94.92,21,1,12,10/10/2020 16:04:00,Lighter
36.37,36.27,100,95.12,22,1,12,10/10/2020 16:04:01,Lighter
119.51,119.41,100,95.8,17,1,12,10/10/2020 16:04:02,Lighter
91.15,91.05,100,95.51,19,1,12,10/10/2020 16:04:03,Lighter
88.9,88.8,100,95.41,22,1,12,10/10/2020 16:04:04,Lighter
63.12,63.02,100,95.51,23,1,12,10/10/2020 16:04:05,Lighter
102.43,102.33,100,93.65,14,1,12,10/10/2020 16:04:06,Lighter
153.35,153.25,100,94.82,13,1,12,10/10/2020 16:04:07,Lighter
157.22,157.12,100,94.53,12,1,12,10/10/2020 16:04:08,Lighter
89.22,89.12,100,93.07,22,0,12,10/10/2020 16:04:09,Lighter
32.5,32.4,100,95.21,32,1,12,10/10/2020 16:04:10,Lighter
81.81,81.71,100,93.65,12,1,12,10/10/2020 16:04:11,Lighter
61.83,61.73,100,91.02,12,0,12,10/10/2020 16:04:12,Lighter
96.31,96.21,100,91.41,9.47,0,13,10/10/2020 16:04:13,Lighter
32.5,32.4,100,93.36,24,0,13,10/10/2020 16:04:14,Lighter
35.4,35.3,100,92.68,29,0,13,10/10/2020 16:04:15,Lighter
35.4,35.3,100,95.31,33,0,13,10/10/2020 16:04:16,Lighter
36.69,36.59,100,95.21,34,0,13,10/10/2020 16:04:17,Lighter
36.37,36.27,100,95.21,32,0,13,10/10/2020 16:04:18,Lighter
43.13,43.03,100,92.97,23,0,13,10/10/2020 16:04:19,Lighter
36.69,36.59,100,92.58,28,0,13,10/10/2020 16:04:20,Lighter
99,98.9,100,93.95,12,0,13,10/10/2020 16:04:21,Lighter
45.07,44.97,100,95.41,23,1,13,10/10/2020 16:04:22,Lighter
121,120.9,100,92.77,7.91,1,13,10/10/2020 16:04:23,Lighter
44,43.9,100,92.87,22,1,13,10/10/2020 16:04:24,Lighter
112,111.9,100,67.09,6.76,1,13,10/10/2020 16:04:25,Lighter
36.69,36.59,100,95.41,32,1,13,10/10/2020 16:04:26,Lighter
34.76,34.66,100,94.04,10.77,1,13,10/10/2020 16:04:27,Lighter
34.43,34.33,100,93.95,33,1,13,10/10/2020 16:04:28,Lighter
44,43.9,100,95.41,22,1,13,10/10/2020 16:04:29,Lighter
111,110.9,100,95.41,6.76,0,13,10/10/2020 16:04:30,Lighter
44,43.9,100,95.21,22,0,11,10/10/2020 16:04:31,Lighter
37.01,36.91,100,94.53,44,0,11,10/10/2020 16:04:32,Lighter
35.72,35.62,100,95.31,33,0,11,10/10/2020 16:04:33,DayLight
31.53,31.43,59.86,0,25.22,0,11,10/10/2020 16:04:34,DayLight
32.5,32.4,61.62,0,25.47,0,11,10/10/2020 16:04:35,FlashLight
32.5,32.4,72.66,0,43,0,11,10/10/2020 16:04:36,FlashLight
32.5,32.4,54.69,0,58.89,0,11,10/10/2020 16:04:37,FlashLight
32.5,32.4,36.82,0,32,0,11,10/10/2020 16:04:38,FlashLight
32.5,32.4,83.01,0,24.47,0,11,10/10/2020 16:04:39,FlashLight
32.5,32.7,60.64,0,21,0,11,10/10/2020 16:04:40,FlashLight
32.5,32.7,56.74,0,35.34,0,12,10/10/2020 16:04:41,FlashLight
32.18,32.38,32.23,0,31.24,1,12,10/10/2020 16:04:42,FlashLight
32.5,32.7,48.83,0,21,1,12,10/10/2020 16:04:43,FlashLight
32.5,32.7,28.32,0,30.7,1,12,10/10/2020 16:04:44,FlashLight
32.18,32.38,41.6,0,61,1,12,10/10/2020 16:04:45,FlashLight
32.18,32.38,50.29,0,23,1,12,10/10/2020 16:04:46,FlashLight
32.18,32.38,42.58,0,58.1,1,12,10/10/2020 16:04:47,FlashLight
31.21,31.41,59.08,0,61.92,1,12,10/10/2020 16:04:48,FlashLight
31.86,32.06,29.39,0,60.21,1,12,10/10/2020 16:04:49,FlashLight
